YearsExperience,Salary
4.49,51022.77
3.17,29860.46
2.76,29735.25
6.2,63736.64
7.65,75590.46
5.52,48403.84
2.0,15087.77
3.89,36478.22
10.53,99272.49
8.38,85575.52
6.44,66887.85
1.67,15105.95
3.28,26238.6
4.82,41174.87
4.1,33393.6
6.95,72415.83
7.26,62888.61
8.62,90709.24
5.63,55679.76
5.42,57084.14
2.58,26855.28
5.35,51194.8
4.85,49432.6
3.34,43022.93
5.46,53032.6
4.92,37239.84
4.3,37402.74
4.3,41252.6
11.31,121771.05
4.19,42511.93
6.42,57801.83
2.24,23114.16
5.07,43479.48
3.93,31245.79
4.78,50154.06
5.66,57082.55
4.54,53332.7
5.25,54165.34
5.33,60332.97
4.97,52741.75
4.31,36316.65
7.63,76411.02
5.37,56753.33
3.81,46851.31
8.01,76586.19
2.32,30620.41
3.85,30964.59
2.67,29222.72
2.25,17379.56
4.4,43119.67
6.47,60302.98
1.41,13976.69
4.94,45220.66
6.01,69717.88
4.75,43897.23
6.87,69674.24
5.68,58983.38
2.47,24029.97
5.81,56357.38
4.78,60527.65
7.32,66307.79
4.1,41150.37
7.49,73393.56
6.18,64257.95
6.17,60949.2
3.82,27420.18
4.31,49199.25
4.24,41821.18
3.73,33591.41
9.54,89138.23
4.53,52276.08
3.96,36178.9
4.43,51806.4
4.63,55462.07
2.87,28905.39
7.3,76594.62
5.88,55482.9
5.51,49901.31
3.28,37824.89
0.49,5154.14
4.74,51345.39
4.36,41827.18
1.47,17035.21
2.63,21752.45
5.02,54449.7
2.58,18791.96
7.03,75140.97
3.2,28384.18
4.01,39010.63
4.24,36112.89
2.79,22894.4
8.66,88337.53
6.14,52958.21
4.61,43212.41
4.87,51145.34
8.71,78897.99
6.29,54788.0
2.24,24084.24
8.51,89662.2
4.68,39769.05
7.3,80635.51
1.75,29377.71
6.15,63346.91
-0.27,-4751.17
2.91,30215.4
6.58,63042.08
5.07,57318.95
1.02,9572.66
4.22,37206.31
2.92,29826.89
6.31,63493.77
5.11,48606.77
9.29,91640.8
6.33,66687.91
2.77,30358.34
0.64,1964.22
7.61,67459.32
4.36,36976.6
2.6,32288.58
3.51,37063.2
4.23,42740.2
1.39,17240.68
1.34,16926.57
5.16,47366.08
4.09,36919.45
4.69,49733.57
6.01,66917.18
2.65,26601.61
5.86,56460.77
5.34,54775.65
7.62,76949.52
9.49,91314.95
2.83,30869.37
5.56,65401.75
7.17,66025.61
6.12,65636.17
7.06,71325.79
8.32,86922.56
5.46,54352.67
4.08,39690.93
2.18,27301.98
6.38,73673.06
2.98,33954.63
7.46,74949.63
7.71,84914.62
5.67,56484.1
5.37,55136.7
7.17,74845.99
3.3,38334.68
4.52,50014.22
9.58,94157.75
5.32,50173.92
4.88,50436.78
6.98,57496.94
4.65,47790.41
5.56,57872.33
4.24,37866.51
6.56,60267.01
7.07,74939.52
7.03,69794.36
2.92,32073.85
5.1,38243.55
7.12,67869.43
5.44,47592.34
6.06,55909.13
4.64,48362.07
8.19,87379.11
5.23,41635.93
4.38,39620.83
3.49,29331.73
2.87,26069.52
6.91,71050.35
3.23,33100.3
7.11,64429.22
3.91,39136.16
0.26,12858.23
6.86,70195.62
6.78,69247.29
3.39,37171.19
4.74,45408.77
7.15,78613.25
7.6,70336.85
8.65,81548.29
6.32,56784.56
4.88,51321.25
5.58,57827.24
2.13,19794.62
2.25,19163.02
6.67,60672.6
3.84,47640.46
3.72,39170.84
5.44,40420.86
1.92,17038.86
6.05,64477.2
7.43,75880.5
5.34,56940.07
5.82,58661.47
4.46,51793.96
6.24,77405.25
3.88,39927.04
3.79,36681.81
5.06,49625.71
7.87,83211.57
6.82,66764.44
1.87,18945.85
5.24,65409.38
10.06,103147.43
3.98,40852.47
3.32,34728.29
5.77,58223.59
0.49,10750.56
5.84,56825.04
4.66,53777.41
3.68,35994.94
5.35,52272.49
3.09,38762.64
7.16,73456.76
3.46,36841.04
6.66,68271.47
4.24,47403.0
5.84,59468.71
8.83,79076.49
5.67,53661.79
4.39,43458.83
3.4,39031.83
3.7,40598.62
3.76,41870.25
5.17,63465.58
2.15,26072.78
9.3,95955.53
6.62,71791.16
2.39,27367.67
5.29,47335.51
5.06,51301.61
6.27,62208.28
1.69,22650.01
6.17,68206.56
3.45,25518.06
5.67,55052.64
7.85,83653.2
6.1,57748.58
6.2,58290.99
3.98,35038.03
0.36,9530.15
3.84,35725.81
4.0,37412.29
3.89,33269.4
7.16,73454.06
2.62,23419.55
4.13,39833.51
4.37,35081.98
3.1,32303.8
10.13,100425.47
4.47,44907.68
4.74,47473.5
4.54,38640.75
5.67,61666.87
6.3,68173.49
4.27,32214.62
1.23,8376.87
1.84,19214.49
7.83,68017.44
4.06,44620.81
9.74,93173.89
5.74,62995.21
7.22,70392.66
2.38,24232.36
4.34,38904.29
4.58,54536.24
1.74,9318.69
5.95,62941.03
2.09,25147.33
6.68,58614.69
2.42,23221.82
3.2,24919.8
5.57,47501.66
4.58,40375.15
6.02,56971.22
4.2,38788.63
4.92,47104.53
7.8,78066.86
7.17,65551.99
5.2,55033.33
1.21,11706.93
7.02,68079.25
3.89,39572.1
6.0,67548.19
5.35,52516.38
6.84,74079.05
7.96,76857.86
8.9,98270.3
4.92,51413.58
4.9,46688.45
5.57,62985.79
3.25,28271.97
3.16,28050.18
2.12,31432.91
7.22,65379.33
7.73,73692.21
5.58,52999.91
-0.53,-2053.83
2.92,27545.08
-0.34,-367.49
2.75,18990.17
5.92,60929.64
2.68,25383.08
7.14,69703.64
0.5,5561.87
8.35,80512.74
5.01,46725.12
2.69,23724.39
4.63,40713.72
4.46,51686.76
2.63,20251.53
4.14,49654.21
9.6,102512.58
5.72,59835.36
3.38,40361.92
6.26,61627.49
6.78,72318.55
5.37,55358.16
6.22,57668.55
9.11,89606.2
4.83,52875.2
7.47,81260.31
6.31,59337.91
6.75,70162.31
4.69,50190.2
1.81,12132.61
3.41,37625.02
6.55,58478.61
3.72,38374.13
1.08,9412.91
6.49,58328.54
6.13,55165.01
4.04,45589.37
7.5,65308.55
6.47,66583.66
4.58,43346.05
4.83,47182.06
6.58,73215.33
4.58,49761.92
5.99,58994.64
6.27,65444.38
3.8,34267.33
4.23,42182.71
4.33,44226.54
1.39,12667.28
8.63,89323.04
3.07,40245.25
3.8,42654.36
5.36,50837.3
4.73,52058.2
3.79,32666.75
7.27,62936.31
4.29,41088.8
5.51,59175.0
2.92,30653.32
4.97,46962.25
-0.11,3798.11
7.42,74536.69
6.39,63771.76
3.98,29683.23
6.33,64721.73
7.03,72765.46
7.93,86529.44
2.89,28957.48
7.02,69206.33
4.03,35188.55
3.61,40127.38
2.01,28010.93
9.16,92827.5
7.04,76369.48
5.97,70668.86
-1.61,-16456.54
7.87,73616.57
-1.39,-19941.29
5.43,55695.59
3.15,31949.49
5.67,61248.45
0.01,5259.13
1.72,25949.06
2.45,34771.44
2.24,19494.52
4.88,52465.96
3.14,38904.92
5.12,54391.89
6.91,61063.59
6.27,70492.53
4.43,39370.99
7.52,59938.3
5.2,47447.24
1.94,20569.31
4.49,51101.97
2.94,24031.77
4.97,49225.36
4.92,60697.57
4.74,40517.83
4.56,52479.29
3.5,36796.3
1.41,11408.43
2.88,33675.2
6.02,65522.37
7.46,76359.56
5.27,51772.42
6.81,64964.02
4.17,39378.57
5.17,59596.67
5.3,62658.01
7.17,73148.08
3.69,33569.03
5.68,49679.54
3.7,49972.97
5.27,56382.77
1.32,20826.13
5.35,51723.62
4.72,55997.33
5.02,55923.44
7.32,78108.7
5.82,61871.0
4.42,40281.68
-0.35,-4039.73
4.5,48219.99
2.25,20299.41
3.45,35511.46
6.26,66095.09
4.3,37493.78
5.87,67949.21
4.05,42720.48
5.84,52684.0
7.23,68295.23
5.87,62643.3
5.78,66119.34
5.18,49814.27
3.51,40752.05
2.49,19838.88
6.72,59085.79
3.74,39417.91
3.51,34825.23
7.29,73205.51
7.57,71025.16
5.19,49338.56
5.78,53924.37
5.69,61195.65
2.68,21874.36
2.68,32076.45
4.55,41485.5
2.01,22922.27
3.03,29698.51
4.92,50422.41
4.56,48227.7
6.89,70378.21
6.17,48897.18
5.79,50311.34
5.93,59154.81
5.35,56365.23
5.95,64342.05
0.23,8472.49
2.24,19555.52
4.08,38393.16
6.26,51805.25
3.72,42298.35
5.98,55404.97
4.79,46229.16
3.57,33085.77
4.35,44858.79
3.82,37510.91
3.61,35415.83
1.26,7584.46
3.44,31659.22
7.07,70469.07
5.33,51489.97
1.64,14366.16
3.61,35717.92
4.91,45119.68
2.63,19971.7
3.19,28927.01
3.79,43394.31
5.19,51674.1
1.67,19054.56
9.02,93509.01
6.17,58699.36
6.12,63643.52
4.06,39687.41
5.01,47508.7
7.63,68523.51
5.78,57408.23
7.52,81810.79
7.11,72448.28
8.42,90484.81
5.7,57689.37
4.74,45567.11
4.87,52355.41
4.49,56874.1
1.89,18107.87
8.03,82861.92
4.85,40666.03
2.85,27997.68
1.37,19593.64
6.65,68240.56
6.52,64558.01
4.15,45740.86
4.01,45806.7
3.5,31923.96
6.53,69911.51
0.84,14444.09
11.43,110181.66
2.2,31176.06
3.24,36951.62
4.56,41585.58
6.26,66024.24
3.23,30831.37
2.0,31276.34
3.07,32392.99
5.32,58634.58
6.72,60621.38
8.18,78702.59
3.64,41575.62
6.98,63188.89
5.96,57668.23
7.46,82015.42
7.19,71431.32
4.84,53998.38
0.24,-4437.35
1.66,13675.81
4.69,50588.57
4.9,51646.86
2.22,27977.25
1.4,14381.2
2.67,28036.16
6.52,66137.52
4.78,53802.59
4.7,45077.97
5.05,41320.64
4.25,46677.39
4.36,47879.57
5.88,51461.57
6.95,68502.15
3.22,30951.18
3.64,35690.82
4.06,35782.36
5.18,51887.68
8.8,83015.83
4.23,42409.02
5.0,56355.47
2.6,25883.51
2.71,18696.18
8.16,76416.22
1.9,16833.31
1.63,27357.37
-1.42,-14199.31
-0.14,4369.66
3.87,36889.88
4.14,38441.15
3.65,32129.68
2.83,33476.3
4.16,50449.69
3.6,27987.79
6.54,63606.14
8.55,83432.11
4.85,52605.62
6.1,64823.45
5.94,63724.27
6.96,66982.65
5.5,48647.82
4.84,47048.5
7.07,76976.04
4.34,35214.87
2.22,29507.55
3.94,38372.57
5.21,51141.44
3.44,35649.5
5.99,65080.3
4.22,43983.51
6.53,68583.39
4.08,41856.94
8.06,77297.46
3.33,31779.07
6.81,72184.19
3.85,38142.55
6.64,74807.06
5.75,46576.71
4.95,48083.05
3.4,34108.97
3.94,38155.24
4.45,44423.09
4.99,58809.63
5.48,57612.03
1.18,16798.66
6.32,70214.27
5.39,51732.08
2.91,31932.96
4.93,58236.58
3.97,38215.72
4.26,44872.39
7.95,79435.32
4.02,40237.84
1.74,15083.24
7.37,71470.81
3.52,38596.01
7.61,77870.59
5.97,56087.78
4.01,43638.36
6.42,66956.26
4.87,55420.32
2.69,27013.55
5.73,52278.79
7.25,71730.97
7.22,73183.79
6.82,63582.8
3.83,48827.63
4.93,50997.9
7.7,71978.09
6.17,62756.66
4.74,48150.5
2.2,9241.49
6.16,57754.16
3.24,31474.01
3.61,32775.08
6.71,73456.0
7.53,72623.26
5.61,62666.21
5.21,58588.2
3.59,35187.31
4.8,55539.7
8.62,97098.85
1.26,13942.16
4.15,37673.23
5.48,57502.77
3.27,30213.94
3.97,35669.83
10.94,110076.35
6.22,59348.2
5.61,55044.26
5.44,50442.21
3.8,29901.9
2.21,27728.34
4.56,37979.19
7.37,70402.84
5.6,55564.3
3.95,36649.93
5.94,53079.81
5.28,56156.29
5.36,45935.4
5.25,54068.29
5.19,49538.4
4.96,46365.2
5.83,66418.17
6.4,63275.2
2.93,25898.5
4.66,44260.49
4.3,43134.61
7.87,71093.36
5.73,54843.82
8.75,85728.84
0.48,-75.55
6.76,66114.05
3.25,43219.08
2.38,18395.73
4.33,46790.79
3.77,32756.79
4.59,44790.79
7.69,72662.55
5.19,49138.95
4.91,48802.0
4.39,50172.66
7.31,71469.87
4.9,58493.79
6.69,62332.22
4.94,51565.56
6.74,73414.91
5.78,57028.15
4.94,42709.15
5.05,51082.93
5.77,61670.25
3.95,42652.53
7.97,80234.98
9.95,102339.44
6.67,64609.18
5.65,62849.95
4.79,47307.07
5.48,53115.16
6.4,62633.85
1.07,14233.62
3.58,42098.48
7.25,63834.26
3.72,41079.83
2.73,32267.59
7.04,63834.45
5.06,48398.29
1.96,22481.96
9.16,101901.24
4.94,46476.59
6.46,68288.27
4.72,47262.42
6.66,60304.13
2.26,11403.38
4.16,48748.94
4.56,47558.75
2.02,21509.2
4.11,37783.76
2.64,24827.89
3.76,41695.67
6.51,70754.18
3.36,47491.91
6.87,61625.39
2.8,23851.36
7.28,71757.84
5.87,50963.34
2.95,27441.6
5.24,52521.72
4.76,43891.59
3.17,36803.0
5.37,49893.69
6.09,56260.9
3.42,29746.78
4.28,34870.62
4.54,50007.45
5.54,56384.17
4.33,46161.52
6.66,68097.86
5.35,53736.91
5.19,50706.02
9.22,83141.65
6.66,61202.22
6.02,56120.6
1.66,15099.89
7.53,72236.38
4.84,44113.98
5.69,54718.14
4.97,44309.92
3.65,40504.68
5.6,58027.4
4.93,55115.2
8.29,87836.19
8.57,81799.12
4.35,54187.96
8.34,80644.8
3.85,38747.21
4.5,42444.06
3.53,36905.69
4.71,46199.5
4.4,45685.28
5.26,56064.34
3.59,39681.89
5.48,50016.75
9.67,93162.48
2.0,17835.99
4.11,45580.54
3.68,43411.59
3.58,38261.84
6.77,68879.94
6.45,62472.41
5.79,64082.77
4.61,35499.82
4.75,50919.52
4.04,44530.63
5.3,61515.19
7.35,69339.16
2.57,22582.65
6.6,66463.97
2.79,32824.67
5.56,58819.21
5.5,69110.24
4.42,48781.08
4.57,37215.69
4.03,34657.98
7.27,59438.85
6.12,57727.12
4.76,42459.77
2.4,21673.96
0.39,-1994.44
4.25,48178.89
2.14,24627.75
5.36,62564.29
3.55,34994.39
6.49,66480.21
2.43,24043.32
7.9,77906.96
4.67,43866.5
4.45,42605.95
7.28,66762.44
4.81,51429.27
6.16,58620.71
2.36,15325.39
5.93,56888.67
6.35,56184.71
8.28,86567.53
2.21,22369.99
4.23,40799.42
5.98,56125.65
7.69,70116.66
4.31,44802.41
5.07,49129.24
4.83,45848.08
4.34,36894.6
5.04,56411.84
6.89,66043.67
3.89,34367.32
5.52,61073.23
5.22,51780.87
6.86,73837.95
2.43,29187.07
7.02,72152.77
4.76,35631.53
2.53,20411.83
4.2,37993.76
4.17,37527.81
8.03,87275.64
2.2,17104.11
4.32,47341.14
6.22,72661.57
3.34,28380.86
3.99,39763.14
4.13,46555.65
6.09,57820.73
4.95,51251.25
6.68,63575.46
5.9,54528.38
3.83,35090.85
3.26,28629.95
3.68,44820.69
7.03,74803.25
4.9,46172.21
4.23,56850.06
4.15,47165.37
4.26,40604.74
-0.18,2639.62
3.42,31014.41
4.65,54264.02
2.97,36597.75
1.93,10847.19
5.77,55399.91
-1.33,-7899.36
6.49,70245.77
5.34,56756.23
6.26,59707.69
7.31,66794.6
3.26,35494.69
3.48,39466.28
4.39,43249.08
6.5,76438.6
6.59,65218.66
3.55,40095.67
2.83,29285.07
2.14,25009.37
4.71,55816.86
4.96,46585.69
6.76,59590.58
3.25,36734.47
3.11,28779.39
1.87,13453.24
3.55,38141.16
4.31,38708.4
5.92,57013.2
5.61,60863.98
2.82,17281.21
5.81,57898.76
7.62,84700.1
2.52,30322.48
7.54,75845.71
3.85,37456.67
5.07,57656.35
6.53,66152.81
6.23,67326.11
2.0,20974.18
6.53,64770.87
7.5,84246.76
5.83,62159.25
5.14,52767.42
6.02,63644.15
0.94,13998.12
4.02,44241.25
2.01,10229.03
7.33,71141.03
3.66,40101.43
2.8,29826.34
1.96,27528.91
4.24,45188.49
5.49,61316.41
4.9,47688.94
6.65,60782.7
5.34,42220.4
2.31,23373.74
2.67,15193.45
4.16,53542.19
5.43,64525.95
1.3,18501.39
3.16,34245.57
5.79,62582.05
3.77,36917.21
4.72,49776.65
3.34,29549.84
5.37,57862.79
1.47,11214.61
2.6,29675.4
3.98,27108.13
6.49,69806.21
5.11,47071.28
3.73,36041.97
7.38,69875.76
3.14,30814.37
2.51,24219.46
6.41,62720.31
7.75,76534.01
5.4,50221.37
7.7,68272.45
2.38,15876.86
4.56,42831.64
2.35,27057.72
6.22,53769.92
6.38,60987.58
8.72,85791.11
3.71,42206.33
5.32,50155.25
4.7,49845.53
8.62,90429.56
5.96,58074.78
5.18,46638.94
1.96,27110.64
6.89,64819.49
3.03,23230.36
5.81,60794.54
2.37,28260.79
3.27,26997.18
6.99,70055.75
7.13,77998.11
8.34,80529.27
3.16,33324.76
5.57,49707.93
4.71,48424.16
6.13,65618.53
5.4,58738.32
2.62,25560.33
4.14,44224.7
2.99,28499.81
4.33,49690.85
5.57,57158.88
3.23,32746.48
5.44,58917.65
3.75,37447.15
5.27,60757.9
4.64,38860.47
0.21,5072.12
4.53,40497.81
7.34,76387.77
6.87,79332.9
5.23,63261.42
2.78,31586.89
3.91,32559.45
2.07,23173.47
7.19,80135.13
9.27,88802.79
4.64,41146.22
4.56,44177.4
6.38,65699.8
8.45,80756.55
7.02,71124.61
2.63,17598.82
8.8,84714.42
4.6,52482.01
2.32,24627.08
6.31,70975.83
5.53,50279.62
1.36,-52.54
5.81,53309.73
2.63,31776.75
9.19,94294.0
2.25,22603.17
2.68,21016.64
6.71,68999.48
2.04,30738.89
5.42,52563.97
6.53,70778.43
7.04,64340.58
5.87,55622.84
7.93,82275.29
-0.14,2715.0
5.87,57159.71
4.87,42312.97
3.19,35582.54
1.48,14448.95
5.5,46370.01
3.68,33094.9
4.88,42434.63
4.15,43345.57
4.29,43998.3
1.41,5950.68
4.09,42601.93
4.61,48515.1
4.56,47089.85
6.14,57978.28
4.31,39969.24
4.27,37277.05
5.46,59917.8
6.26,64312.49
4.57,40319.49
7.64,77363.72
3.34,39306.74
6.64,62796.86
6.16,61301.66
9.6,92759.49
4.95,54295.8
5.6,48242.28
6.68,69218.7
4.62,48196.37
8.77,87371.21
4.28,40158.31
2.84,21554.56
6.52,66189.94
7.01,62080.0
3.4,40535.4
6.82,65042.1
7.39,64912.38
4.89,47854.68
6.95,69612.28
3.45,40498.04
7.19,75125.5
0.62,8566.94
4.84,53540.44
4.19,36347.79
1.15,8581.81
6.69,68277.19
5.82,61072.53
5.76,67106.01
5.97,62606.97
7.21,78692.69
3.83,36948.86
4.55,40912.26
5.89,53186.95
3.54,34961.74
2.85,26820.83
2.83,34545.85
8.71,91399.42
2.39,31031.78
2.89,25557.7
5.59,59857.19
5.45,48827.53
1.82,12065.22
7.33,78817.49
3.59,35344.15
4.76,47260.24
3.43,38727.63
1.91,12547.32
4.45,48851.31
0.78,9548.42
6.61,58553.81
3.57,38004.34
1.25,18490.66
1.43,12700.99
6.37,64119.71
4.4,44537.5
7.82,87784.77
6.03,65493.61
6.38,60687.62
4.12,41951.58
3.44,29041.97
2.97,34469.85
2.66,25053.46
6.08,65770.33
3.9,47786.39
3.39,34680.66
2.24,24653.67
7.62,71871.41
5.29,56689.09
5.44,56288.64
4.3,45208.38
3.58,38693.94
2.61,36012.3
3.54,31207.59
3.78,29070.56
7.52,82863.26
5.6,47764.21
2.91,32026.73
7.8,82832.15
7.06,63072.59
5.95,64458.88
6.31,57691.64
5.52,58518.01
5.22,57426.46
5.81,63175.93
4.7,49302.34
2.43,29726.15
2.79,22565.04
4.98,55953.34
7.32,76138.86
1.68,23592.81
4.86,56832.98
7.95,86859.82
8.0,84270.26
3.64,37692.51
2.43,18885.13
5.93,49054.5
7.5,65930.48
2.04,15191.16
6.37,66401.34
4.36,43249.57
5.41,53068.12
5.63,47558.8
2.9,35258.35
2.61,25863.45
4.27,45446.04
4.26,43159.36
5.23,55313.15
3.15,34038.62
1.98,22302.28
5.53,53886.56
6.76,68225.26
1.98,21151.94
4.84,51901.6
8.01,76797.3
3.88,39517.47
4.79,47355.53
3.47,41508.23
2.16,18200.33
6.45,62424.95
2.87,21620.67
7.04,73153.58
3.77,31474.02
3.73,43194.32
9.45,88961.34
3.51,41600.41
0.39,3058.86
5.1,52306.78
3.3,36123.31
3.08,32305.06
4.45,48517.42
2.87,32603.62
3.93,51568.7
6.43,64852.35
4.95,48079.83
6.66,68635.18
8.68,81589.44
2.23,22980.99
4.0,23556.73
5.96,66899.14
6.29,69970.17
6.71,69754.94
5.38,60551.6
4.01,39793.44
3.38,34843.26
5.2,50969.21
7.18,64000.0
8.07,83723.5
5.4,57058.54
4.3,43506.13
5.3,56475.37
6.22,71004.78
5.87,59843.03
5.17,49506.89
4.88,43455.21
3.02,27511.93
5.37,47815.21
7.91,83088.73
8.11,81707.47
6.14,59243.82
4.58,51478.55
6.94,78733.95
4.36,47711.89
2.31,20259.48
3.15,27676.4
2.84,22703.79
8.88,93164.98
7.32,63849.37
7.39,78092.69
3.99,38827.56
3.06,29679.59
0.09,-1814.02
3.56,35459.95
3.09,31346.75
7.42,80121.03
2.64,29347.08
5.19,51085.93
3.85,38927.14
3.65,28687.62
3.97,33101.74
2.98,31691.26
0.47,9306.12
4.56,50695.87
2.21,26323.21
5.16,50571.04
4.24,52151.25
7.34,77062.61
5.92,60620.51
6.97,68394.45
4.41,39777.57
8.22,88494.93
8.17,80263.5
1.53,15942.11
3.42,34873.5
4.0,47559.51
5.45,47498.81
8.43,86676.79
6.58,62268.5
5.1,50240.78
5.5,60025.47
3.36,36281.91
4.81,52344.53
4.96,48736.93
4.32,51148.17
4.21,39029.66
7.56,72617.32
1.76,15630.33
5.88,65930.03
2.72,26529.11
8.36,76530.32
6.13,57155.61
6.52,70643.59
4.01,46039.47
3.63,39517.98
7.09,71384.23
8.66,89965.0
2.65,28792.47
5.89,56550.25
6.83,58316.1
5.18,52942.17
4.23,41221.29
4.83,49173.57
4.16,35037.57
4.56,43335.74
6.48,67433.35
2.65,30684.95
2.98,31279.83
5.83,54494.18
5.3,62804.34
2.54,30074.04
6.15,63245.99
-0.97,-2323.25
2.19,18641.18
2.84,29196.51
1.92,20501.77
4.1,44876.0
5.02,48534.54
4.4,39568.84
5.6,56577.81
4.28,46310.72
7.24,74332.2
4.6,40716.49
7.56,80183.14
2.24,23207.37
3.4,32900.59
7.63,69711.85
6.93,64917.33
3.76,37967.59
4.61,51063.29
2.62,24066.5
2.29,17923.41
5.5,57780.73
3.42,37380.52
1.34,8598.1
5.7,59159.04
2.76,25620.58
4.19,35877.88
7.03,65581.5
6.14,67785.9
3.82,42943.0
5.33,57267.58
3.29,24126.17
5.06,44250.9
4.65,46090.26
4.64,36546.49
3.77,37366.78
4.89,43359.02
3.86,39916.51
5.83,56880.96
5.11,51393.65
6.48,67336.11
4.29,42607.41
7.56,79323.11
5.27,51133.78
3.83,44833.14
6.05,57346.94
8.97,92316.87
6.38,59353.63
5.35,51452.22
4.85,46637.23
3.44,30612.34
7.56,79728.33
6.74,75275.47
1.64,16065.44
6.57,76763.73
5.79,58811.17
3.6,30580.73
4.9,46303.11
2.61,24679.8
7.22,69042.38
8.36,81658.37
7.08,63222.85
0.94,-754.95
4.84,41703.25
4.16,38955.4
8.8,95774.95
5.29,57759.94
5.06,53161.33
4.81,42384.17
2.35,19939.75
6.47,60953.01
1.98,22748.63
2.07,15457.84
7.47,78402.57
3.15,27460.18
1.54,11682.08
1.88,18705.05
4.77,44625.81
4.94,53579.59
5.48,48812.3
6.52,63929.4
8.61,84453.59
6.66,66908.4
2.22,24058.99
5.88,66008.41
1.58,17881.96
6.18,67310.5
7.25,71292.56
5.57,58642.24
5.76,57066.7
4.51,45678.8
5.61,59901.16
5.45,53209.43
6.34,55794.77
8.18,82201.64
4.17,42082.32
5.92,56067.2
3.72,50067.64
4.67,46023.09
1.55,15741.3
3.14,23219.41
3.3,31828.57
4.98,57445.35
5.77,58878.7
4.33,48829.97
4.3,48759.26
7.16,68065.16
2.16,27177.0
1.7,17328.12
3.19,31298.1
4.46,48186.63
-1.29,-18885.35
5.97,57898.75
7.01,71397.96
0.68,3174.81
5.6,53668.98
2.23,27136.91
6.89,75232.93
2.61,20912.81
8.99,92382.21
6.18,56829.76
2.68,29740.97
5.73,59636.52
6.01,72577.03
6.23,58930.66
5.51,54268.74
0.32,-659.12
2.27,29273.63
9.74,88869.86
5.14,49757.55
6.82,69793.16
4.96,45935.58
7.54,76387.58
10.87,103202.79
6.15,60929.87
4.45,48266.34
6.78,62558.74
5.0,48020.53
3.66,27704.35
4.02,49579.17
6.79,73745.56
9.02,91116.34
2.5,32639.76
4.63,36893.16
2.71,19106.02
7.59,73799.65
4.83,45325.68
3.08,20939.11
6.33,56753.19
4.8,56253.08
6.21,57512.4
3.17,34150.54
3.53,39124.33
1.93,32010.79
7.04,68625.25
5.95,55210.95
1.91,18184.29
7.11,75575.77
1.69,15894.49
7.33,77853.67
7.72,74202.81
3.23,42367.7
1.67,18148.19
6.39,61746.4
2.97,23825.85
3.87,41125.07
3.67,23595.37
2.71,30762.87
4.66,40054.07
5.76,65799.17
4.97,47731.05
4.17,48980.06
8.37,88891.48
6.32,70898.73
6.11,58294.64
4.4,51033.45
3.61,30471.94
3.48,38732.41
5.09,48287.01
7.88,82575.02
4.25,41583.81
6.76,67905.35
2.7,22198.32
6.05,61458.79
6.75,63707.53
6.2,65133.98
8.61,79676.87
5.88,58911.53
5.14,42195.01
3.77,39397.09
4.47,42299.96
4.9,40661.93
0.91,11926.27
9.25,87496.67
1.8,19187.21
4.47,39900.28
7.33,73035.14
6.86,69155.75
2.78,28274.41
4.79,44558.93
5.21,49363.61
8.23,82600.77
5.71,61065.98
6.0,51009.69
3.13,36156.21
7.55,79601.45
4.85,48963.56
5.32,53972.17
3.98,36353.15
3.84,35181.89
7.38,68240.97
8.65,89856.71
7.45,82166.97
7.77,79164.48
7.37,68092.26
5.33,56687.62
6.56,57837.05
1.61,15367.9
5.99,57073.19
2.18,16040.19
4.03,40757.16
8.99,88408.25
3.85,38817.38
1.54,10080.51
1.91,17538.56
2.5,32115.05
8.87,88293.07
4.81,49689.84
4.21,37661.47
4.71,51984.82
7.56,72759.66
4.02,37898.48
6.47,66094.39
6.12,57451.46
3.66,27505.6
2.67,26575.49
6.73,70266.83
6.04,59330.48
3.74,31413.92
7.71,77004.19
7.23,77210.19
6.75,69956.77
6.29,69686.17
6.66,59949.55
5.15,47178.46
4.61,58012.08
3.63,35180.72
4.04,37960.31
5.86,49620.66
6.15,56463.99
6.1,63301.95
5.0,52391.13
4.3,48958.87
1.78,13238.44
5.81,45397.44
3.82,29059.09
3.04,36131.61
8.04,83325.76
2.61,26987.71
4.8,55465.97
8.72,97990.97
3.66,47829.4
5.9,61769.04
7.47,78986.29
7.57,80572.56
7.96,75353.62
5.45,58568.16
3.4,28138.14
2.78,28795.25
2.33,24956.15
6.08,61199.48
5.21,50475.15
4.11,34701.51
3.88,41528.3
5.92,57769.89
5.72,62066.51
7.96,87824.27
4.94,53489.17
7.59,79792.28
4.77,41650.3
6.91,76261.82
5.37,45505.21
6.36,61390.04
7.51,73417.43
4.58,48540.33
6.52,63952.38
3.13,34780.84
5.71,58833.15
4.45,37933.0
9.2,90927.41
1.33,14140.84
5.62,56397.62
8.16,87506.32
7.11,61556.95
8.05,72603.95
2.62,19512.86
6.65,68955.64
6.94,63116.7
1.92,19494.44
4.33,38138.03
2.55,29479.84
2.39,24742.9
6.67,68165.27
7.11,66226.63
4.61,46932.03
-0.06,-6745.23
7.37,74965.25
6.31,60814.3
2.99,30127.07
3.0,38045.6
3.51,36126.12
8.75,88562.21
3.45,20734.61
4.25,53898.94
6.58,73693.61
6.28,57992.69
1.78,19817.89
4.0,43953.63
3.39,32475.18
3.16,30630.07
6.21,66320.95
6.83,69784.9
4.76,53167.67
7.5,74121.14
0.3,7210.82
